"timestamp","customer-transaction-count"
2018-02-13 03:30:00,0
2018-02-13 04:30:00,0
2018-02-13 05:30:00,0
2018-02-13 06:30:00,0
2018-02-13 07:30:00,82
2018-02-13 08:30:00,118
2018-02-13 09:30:00,174
2018-02-13 10:30:00,238
2018-02-13 11:30:00,272
2018-02-13 12:30:00,252
2018-02-13 13:30:00,251
2018-02-13 14:30:00,235
2018-02-13 15:30:00,233
2018-02-13 16:30:00,277
2018-02-13 17:30:00,283
2018-02-13 18:30:00,320
2018-02-13 19:30:00,235
2018-02-13 20:30:00,175
2018-02-13 21:30:00,172
2018-02-13 22:30:00,11
2018-02-13 23:30:00,0
2018-02-14 00:30:00,0
2018-02-14 01:30:00,0
2018-02-14 02:30:00,0
2018-02-14 03:30:00,0
2018-02-14 04:30:00,0
2018-02-14 05:30:00,0
2018-02-14 06:30:00,1
2018-02-14 07:30:00,88
2018-02-14 08:30:00,132
2018-02-14 09:30:00,135
2018-02-14 10:30:00,264
2018-02-14 11:30:00,281
2018-02-14 12:30:00,264
2018-02-14 13:30:00,238
2018-02-14 14:30:00,264
2018-02-14 15:30:00,288
2018-02-14 16:30:00,283
2018-02-14 17:30:00,282
2018-02-14 18:30:00,291
2018-02-14 19:30:00,279
2018-02-14 20:30:00,184
2018-02-14 21:30:00,148
2018-02-14 22:30:00,3
