"timestamp","customer-transaction-count","NA"
2018-02-08 21:51:28,197,1
2018-02-08 22:00:00,100.5,1
2018-02-08 22:02:23,4,1
2018-02-08 23:00:00,0,1
2018-02-08 23:00:00,0,1
2018-02-09 00:00:00,0,1
2018-02-09 00:00:00,0,1
2018-02-09 01:00:00,0,1
2018-02-09 01:00:00,0,1
2018-02-09 02:00:00,0,1
2018-02-09 02:00:00,0,1
2018-02-09 03:00:00,0,1
2018-02-09 03:00:00,0,1
2018-02-09 04:00:00,0,1
2018-02-09 04:00:00,0,1
2018-02-09 05:00:00,0,1
2018-02-09 05:00:00,0,1
2018-02-09 06:00:00,0,1
2018-02-09 06:45:50,19,1
2018-02-09 07:00:00,80.5,1
2018-02-09 07:27:46,142,1
2018-02-09 08:00:00,195,1
2018-02-09 08:04:41,248,1
2018-02-09 09:00:00,252.5,1
2018-02-09 09:55:27,257,1
2018-02-09 10:00:00,312,1
2018-02-09 10:20:56,367,1
2018-02-09 11:00:00,396.5,1
2018-02-09 11:03:48,426,1
2018-02-09 12:00:00,428,1
2018-02-09 12:27:46,434.527692569069,1
2018-02-09 13:00:00,427.5,1
2018-02-09 13:54:00,425,1
2018-02-09 14:00:00,402.5,1
2018-02-09 14:37:30,345.17902930704,1
2018-02-09 15:00:00,390,1
2018-02-09 15:40:00,400,1
2018-02-09 16:00:00,420,1
2018-02-09 16:31:19,477.583240945932,1
2018-02-09 17:00:00,422.5,1
2018-02-09 17:25:06,357.09906055201,1
2018-02-09 18:00:00,434,1
2018-02-09 18:22:46,561.081598681914,1
2018-02-09 19:00:00,400,1
2018-02-09 19:26:32,337,1
2018-02-09 20:00:00,287,1
2018-02-09 20:05:27,237,1
2018-02-09 21:00:00,232,1
2018-02-09 21:57:22,227,1
2018-02-09 22:00:00,117.5,1
2018-02-09 22:04:05,8,1
2018-02-09 23:00:00,0,1
2018-02-09 23:00:00,0,1
2018-02-10 00:00:00,0,1
2018-02-10 00:00:00,0,1
2018-02-10 01:00:00,0,1
2018-02-10 01:00:00,0,1
2018-02-10 02:00:00,0,1
2018-02-10 02:00:00,0,1
2018-02-10 03:00:00,0,1
2018-02-10 03:00:00,0,1
2018-02-10 04:00:00,0,1
2018-02-10 04:00:00,0,1
2018-02-10 05:00:00,0,1
2018-02-10 05:00:00,0,1
2018-02-10 06:00:00,0,1
2018-02-10 06:51:20,15,1
2018-02-10 07:00:00,104,1
2018-02-10 07:08:53,193,1
2018-02-10 08:00:00,208.5,1
2018-02-10 08:45:54,224,1
2018-02-10 09:00:00,274.5,1
2018-02-10 09:29:42,325,1
2018-02-10 10:00:00,374.5,1
2018-02-10 10:28:03,424,1
2018-02-10 11:00:00,467.5,1
2018-02-10 11:41:18,574.45470825715,1
2018-02-10 12:00:00,500,1
2018-02-10 12:27:36,463.820643375972,1
2018-02-10 13:00:00,503,1
2018-02-10 13:19:43,585.676779190641,1
2018-02-10 14:00:00,470.5,1
2018-02-10 14:11:53,424,1
2018-02-10 15:00:00,412.5,1
2018-02-10 15:28:38,401,1
2018-02-10 16:00:00,390.5,1
2018-02-10 16:18:00,380,1
2018-02-10 17:00:00,375.5,1
2018-02-10 17:21:50,354.192263686028,1
2018-02-10 18:00:00,382,1
2018-02-10 18:18:30,458.513357416637,1
2018-02-10 19:00:00,348,1
2018-02-10 19:33:08,303,1
2018-02-10 20:00:00,247.5,1
2018-02-10 20:16:45,192,1
2018-02-10 21:00:00,170.5,1
2018-02-10 21:46:25,149,1
2018-02-10 22:00:00,75.5,1
2018-02-10 22:01:35,2,1
2018-02-10 23:00:00,0,1
2018-02-10 23:00:00,0,1
2018-02-11 00:00:00,0,1
2018-02-11 00:00:00,0,1
2018-02-11 01:00:00,0,1
2018-02-11 01:00:00,0,1
2018-02-11 02:00:00,0,1
2018-02-11 02:00:00,0,1
2018-02-11 03:00:00,0,1
2018-02-11 03:00:00,0,1
2018-02-11 04:00:00,0,1
2018-02-11 04:00:00,0,1
2018-02-11 05:00:00,0,1
2018-02-11 05:00:00,0,1
2018-02-11 06:00:00,0,1
2018-02-11 06:42:13,12,1
2018-02-11 07:00:00,40.5,1
2018-02-11 07:36:24,69,1
2018-02-11 08:00:00,113,1
2018-02-11 08:15:37,157,1
2018-02-11 09:00:00,172.5,1
2018-02-11 09:41:01,188,1
2018-02-11 10:00:00,221.5,1
2018-02-11 10:17:41,255,1
2018-02-11 11:00:00,269,1
2018-02-11 11:41:07,283,1
2018-02-11 12:00:00,313.5,1
2018-02-11 12:07:42,344,1
2018-02-11 13:00:00,348.5,1
2018-02-11 13:23:27,367.230249470758,1
2018-02-11 14:00:00,344,1
2018-02-11 14:42:34,335,1
2018-02-11 15:00:00,313,1
2018-02-11 15:44:00,259.599363063785,1
2018-02-11 16:00:00,294,1
2018-02-11 16:08:34,297,1
2018-02-11 17:00:00,297.5,1
2018-02-11 17:12:58,333.362409420174,1
2018-02-11 18:00:00,273,1
2018-02-11 18:02:18,248,1
2018-02-11 19:00:00,247,1
2018-02-11 19:58:17,246,1
2018-02-11 20:00:00,212,1
2018-02-11 20:26:33,178,1
2018-02-11 21:00:00,151,1
2018-02-11 21:41:35,124,1
2018-02-11 22:00:00,63,1
2018-02-11 22:01:54,2,1
2018-02-11 23:00:00,0,1
2018-02-11 23:00:00,0,1
2018-02-12 00:00:00,0,1
2018-02-12 00:00:00,0,1
2018-02-12 01:00:00,0,1
2018-02-12 01:00:00,0,1
2018-02-12 02:00:00,0,1
2018-02-12 02:00:00,0,1
2018-02-12 03:00:00,0,1
2018-02-12 03:00:00,0,1
2018-02-12 04:00:00,0,1
2018-02-12 04:00:00,0,1
2018-02-12 05:00:00,0,1
2018-02-12 05:00:00,0,1
2018-02-12 06:00:00,0,1
2018-02-12 06:39:07,24,1
2018-02-12 07:00:00,69,1
2018-02-12 07:27:16,114,1
2018-02-12 08:00:00,151.5,1
2018-02-12 08:20:31,189,1
2018-02-12 09:00:00,208.5,1
2018-02-12 09:36:36,228,1
2018-02-12 10:00:00,258.5,1
2018-02-12 10:34:45,289,1
2018-02-12 11:00:00,331,1
2018-02-12 11:12:00,373,1
2018-02-12 12:00:00,383.5,1
2018-02-12 12:20:42,438.949972191315,1
2018-02-12 13:00:00,364,1
2018-02-12 13:40:18,289.7055308193,1
2018-02-12 14:00:00,343,1
2018-02-12 14:28:00,372.099751242242,1
2018-02-12 15:00:00,341,1
2018-02-12 15:18:45,330,1
2018-02-12 16:00:00,325,1
2018-02-12 16:20:36,298.308988036516,1
2018-02-12 17:00:00,334.5,1
2018-02-12 17:17:33,349,1
2018-02-12 18:00:00,355,1
2018-02-12 18:19:41,390.529646120467,1
2018-02-12 19:00:00,341,1
2018-02-12 19:44:18,321,1
2018-02-12 20:00:00,264.5,1
2018-02-12 20:19:38,208,1
2018-02-12 21:00:00,180.5,1
2018-02-12 21:43:34,153,1
2018-02-12 22:00:00,80,1
2018-02-12 22:05:15,7,1
2018-02-12 23:00:00,0,1
2018-02-12 23:00:00,0,1
2018-02-13 00:00:00,0,1
2018-02-13 00:00:00,0,1
2018-02-13 01:00:00,0,1
2018-02-13 01:00:00,0,1
2018-02-13 02:00:00,0,1
2018-02-13 02:00:00,0,1
2018-02-13 03:00:00,0,1
2018-02-13 03:00:00,0,1
2018-02-13 04:00:00,0,1
2018-02-13 04:00:00,0,1
2018-02-13 05:00:00,0,1
2018-02-13 05:00:00,0,1
2018-02-13 06:00:00,0,1
2018-02-13 06:42:04,23,1
2018-02-13 07:00:00,77,1
2018-02-13 07:17:55,131,1
2018-02-13 08:00:00,154,1
2018-02-13 08:28:59,177,1
2018-02-13 09:00:00,198.5,1
2018-02-13 09:34:42,220,1
2018-02-13 10:00:00,249.5,1
2018-02-13 10:40:20,279,1
2018-02-13 11:00:00,339.5,1
2018-02-13 11:44:30,486.130714614474,1
2018-02-13 12:00:00,393,1
2018-02-13 12:32:00,386,1
2018-02-13 13:00:00,378,1
2018-02-13 13:38:48,357.916954026405,1
2018-02-13 14:00:00,373,1
2018-02-13 14:14:19,436.253630596006,1
2018-02-13 15:00:00,333.5,1
2018-02-13 15:36:15,223.320608749783,1
2018-02-13 16:00:00,313,1
2018-02-13 16:31:36,335,1
2018-02-13 17:00:00,359.5,1
2018-02-13 17:01:12,384,1
2018-02-13 18:00:00,384.5,1
2018-02-13 18:12:51,430.260357930533,1
2018-02-13 19:00:00,353,1
2018-02-13 19:36:00,321,1
2018-02-13 20:00:00,273,1
2018-02-13 20:21:51,225,1
2018-02-13 21:00:00,197.5,1
2018-02-13 21:45:04,170,1
2018-02-13 22:00:00,87,1
2018-02-13 22:02:45,4,1
2018-02-13 23:00:00,0,1
2018-02-13 23:00:00,0,1
2018-02-14 00:00:00,0,1
2018-02-14 00:00:00,0,1
2018-02-14 01:00:00,0,1
2018-02-14 01:00:00,0,1
2018-02-14 02:00:00,0,1
2018-02-14 02:00:00,0,1
2018-02-14 03:00:00,0,1
2018-02-14 03:00:00,0,1
2018-02-14 04:00:00,0,1
2018-02-14 04:00:00,0,1
2018-02-14 05:00:00,0,1
2018-02-14 05:00:00,0,1
2018-02-14 06:00:00,0,1
2018-02-14 06:35:21,31,1
2018-02-14 07:00:00,75.5,1
2018-02-14 07:27:02,120,1
2018-02-14 08:00:00,156.5,1
2018-02-14 08:19:03,193,1
2018-02-14 09:00:00,210,1
2018-02-14 09:42:06,227,1
2018-02-14 10:00:00,267,1
2018-02-14 10:23:54,307,1
2018-02-14 11:00:00,333.5,1
2018-02-14 11:43:11,398.013155617496,1
2018-02-14 12:00:00,355.5,1
2018-02-14 12:41:59,344.480797594797,1
2018-02-14 13:00:00,352,1
2018-02-14 13:26:01,355.549509756796,1
2018-02-14 14:00:00,351.5,1
2018-02-14 14:55:23,350,1
2018-02-14 15:00:00,332,1
2018-02-14 15:28:00,273.800497515516,1
2018-02-14 16:00:00,336,1
2018-02-14 16:34:22,358,1
2018-02-14 17:00:00,387.5,1
2018-02-14 17:25:27,495.476111014754,1
2018-02-14 18:00:00,370,1
2018-02-14 18:24:04,323,1
2018-02-14 19:00:00,291.5,1
2018-02-14 19:29:00,260,1
2018-02-14 20:00:00,230.5,1
2018-02-14 20:30:00,201,1
2018-02-14 21:00:00,171.5,1
2018-02-14 21:41:50,142,1
2018-02-14 22:00:00,74,1
2018-02-14 22:04:51,6,1
2018-02-14 23:00:00,0,1
2018-02-14 23:00:00,0,1
