"timestamp","customer-transaction-count"
2018-02-07 16:30:00,185
2018-02-07 17:30:00,160
2018-02-07 18:30:00,164
2018-02-07 19:30:00,154
2018-02-07 20:30:00,101
2018-02-07 21:30:00,70
2018-02-07 22:30:00,0
2018-02-07 23:30:00,0
2018-02-08 00:30:00,0
2018-02-08 01:30:00,0
2018-02-08 02:30:00,0
2018-02-08 03:30:00,0
2018-02-08 04:30:00,0
2018-02-08 05:30:00,0
2018-02-08 06:30:00,0
2018-02-08 07:30:00,176
2018-02-08 08:30:00,248
2018-02-08 09:30:00,311
2018-02-08 10:30:00,304
2018-02-08 11:30:00,291
2018-02-08 12:30:00,269
2018-02-08 13:30:00,229
2018-02-08 14:30:00,251
2018-02-08 15:30:00,237
2018-02-08 16:30:00,240
2018-02-08 17:30:00,238
2018-02-08 18:30:00,218
2018-02-08 19:30:00,191
2018-02-08 20:30:00,125
2018-02-08 21:30:00,78
2018-02-08 22:30:00,0
2018-02-08 23:30:00,0
2018-02-09 00:30:00,0
2018-02-09 01:30:00,0
2018-02-09 02:30:00,0
2018-02-09 03:30:00,0
2018-02-09 04:30:00,0
2018-02-09 05:30:00,0
2018-02-09 06:30:00,2
2018-02-09 07:30:00,67
2018-02-09 08:30:00,123
2018-02-09 09:30:00,204
2018-02-09 10:30:00,251
2018-02-09 11:30:00,262
2018-02-09 12:30:00,280
2018-02-09 13:30:00,217
2018-02-09 14:30:00,212
2018-02-09 15:30:00,215
2018-02-09 16:30:00,245
2018-02-09 17:30:00,249
2018-02-09 18:30:00,255
2018-02-09 19:30:00,242
2018-02-09 20:30:00,172
2018-02-09 21:30:00,110
2018-02-09 22:30:00,0
2018-02-09 23:30:00,0
2018-02-10 00:30:00,0
2018-02-10 01:30:00,0
2018-02-10 02:30:00,0
2018-02-10 03:30:00,0
2018-02-10 04:30:00,0
2018-02-10 05:30:00,0
2018-02-10 06:30:00,4
2018-02-10 07:30:00,57
2018-02-10 08:30:00,124
2018-02-10 09:30:00,199
2018-02-10 10:30:00,255
2018-02-10 11:30:00,336
2018-02-10 12:30:00,282
2018-02-10 13:30:00,280
2018-02-10 14:30:00,249
2018-02-10 15:30:00,193
2018-02-10 16:30:00,212
2018-02-10 17:30:00,255
2018-02-10 18:30:00,201
2018-02-10 19:30:00,159
2018-02-10 20:30:00,150
2018-02-10 21:30:00,104
2018-02-10 22:30:00,0
2018-02-10 23:30:00,0
2018-02-11 00:30:00,0
2018-02-11 01:30:00,0
2018-02-11 02:30:00,0
2018-02-11 03:30:00,0
2018-02-11 04:30:00,0
2018-02-11 05:30:00,0
2018-02-11 06:30:00,0
2018-02-11 07:30:00,0
2018-02-11 08:30:00,73
2018-02-11 09:30:00,87
2018-02-11 10:30:00,145
2018-02-11 11:30:00,187
2018-02-11 12:30:00,166
2018-02-11 13:30:00,189
2018-02-11 14:30:00,160
2018-02-11 15:30:00,137
2018-02-11 16:30:00,143
2018-02-11 17:30:00,160
2018-02-11 18:30:00,158
2018-02-11 19:30:00,176
2018-02-11 20:30:00,113
2018-02-11 21:30:00,1
2018-02-11 22:30:00,0
2018-02-11 23:30:00,0
2018-02-12 00:30:00,0
2018-02-12 01:30:00,0
2018-02-12 02:30:00,0
2018-02-12 03:30:00,0
2018-02-12 04:30:00,0
2018-02-12 05:30:00,0
2018-02-12 06:30:00,1
2018-02-12 07:30:00,56
2018-02-12 08:30:00,110
2018-02-12 09:30:00,132
2018-02-12 10:30:00,159
2018-02-12 11:30:00,203
2018-02-12 12:30:00,207
2018-02-12 13:30:00,168
2018-02-12 14:30:00,148
2018-02-12 15:30:00,148
2018-02-12 16:30:00,159
2018-02-12 17:30:00,191
2018-02-12 18:30:00,175
2018-02-12 19:30:00,131
2018-02-12 20:30:00,128
2018-02-12 21:30:00,85
2018-02-12 22:30:00,7
2018-02-12 23:30:00,0
2018-02-13 00:30:00,0
2018-02-13 01:30:00,0
2018-02-13 02:30:00,0
2018-02-13 03:30:00,0
2018-02-13 04:30:00,0
2018-02-13 05:30:00,0
2018-02-13 06:30:00,1
2018-02-13 07:30:00,58
2018-02-13 08:30:00,117
2018-02-13 09:30:00,140
2018-02-13 10:30:00,189
2018-02-13 11:30:00,209
2018-02-13 12:30:00,173
2018-02-13 13:30:00,168
2018-02-13 14:30:00,165
2018-02-13 15:30:00,166
2018-02-13 16:30:00,161
2018-02-13 17:30:00,218
2018-02-13 18:30:00,209
2018-02-13 19:30:00,175
2018-02-13 20:30:00,120
2018-02-13 21:30:00,86
2018-02-13 22:30:00,4
2018-02-13 23:30:00,0
2018-02-14 00:30:00,0
2018-02-14 01:30:00,0
2018-02-14 02:30:00,0
2018-02-14 03:30:00,0
2018-02-14 04:30:00,0
2018-02-14 05:30:00,0
2018-02-14 06:30:00,1
2018-02-14 07:30:00,51
2018-02-14 08:30:00,110
2018-02-14 09:30:00,103
2018-02-14 10:30:00,193
2018-02-14 11:30:00,213
2018-02-14 12:30:00,166
2018-02-14 13:30:00,175
2018-02-14 14:30:00,187
2018-02-14 15:30:00,182
2018-02-14 16:30:00,175
2018-02-14 17:30:00,229
2018-02-14 18:30:00,184
2018-02-14 19:30:00,161
2018-02-14 20:30:00,133
2018-02-14 21:30:00,84
2018-02-14 22:30:00,2
